ID,Label,Code
1,ST_length,"ST_Length(x)"
2,DN_burstiness,"DN_Burstiness(x)"
3,DN_max,"DN_MinMax(x_z,'max')"
4,DN_min,"DN_MinMax(x_z,'min')"
5,DN_mean,"DN_Mean(x,'norm')"
6,DN_hmean,"DN_Mean(x,'harm')"
7,DN_rms,"DN_Mean(x,'rms')"
8,DN_median,"DN_Mean(x,'median')"
9,DN_midhinge,"DN_Mean(x,'midhinge')"
10,DN_HistogramMode_5,"DN_HistogramMode(x_z,5,true,false)"
11,DN_HistogramMode_10,"DN_HistogramMode(x_z,10,true,false)"
12,DN_HistogramMode_21,"DN_HistogramMode(x_z,21,true,false)"
13,DN_HistogramMode_abs_5,"DN_HistogramMode(abs(x_z),5,true,false)"
14,DN_HistogramMode_abs_10,"DN_HistogramMode(abs(x_z),10,true,false)"
15,DN_HistogramMode_abs_21,"DN_HistogramMode(abs(x_z),21,true,false)"
16,DN_HistogramAsymmetry_11,"DN_HistogramAsymmetry(x_z,11,false)"
17,DN_TrimmedMean_1,"DN_TrimmedMean(x,1)"
18,DN_TrimmedMean_5,"DN_TrimmedMean(x,5)"
19,DN_TrimmedMean_10,"DN_TrimmedMean(x,10)"
20,DN_TrimmedMean_25,"DN_TrimmedMean(x,25)"
21,DN_TrimmedMean_50,"DN_TrimmedMean(x,50)"
22,DN_Spread_std,"DN_Spread(x,'std')"
23,DN_Spread_mad,"DN_Spread(x,'mad')"
24,DN_Spread_iqr,"DN_Spread(x,'iqr')"
25,DN_Spread_mead,"DN_Spread(x,'mead')"
26,DN_Moments_3,"DN_Moments(x_z,3)"
27,DN_Moments_4,"DN_Moments(x_z,4)"
28,DN_Moments_5,"DN_Moments(x_z,5)"
29,DN_Moments_6,"DN_Moments(x_z,6)"
30,DN_Moments_7,"DN_Moments(x_z,7)"
31,DN_Moments_8,"DN_Moments(x_z,8)"
32,DN_Moments_9,"DN_Moments(x_z,9)"
33,DN_Moments_10,"DN_Moments(x_z,10)"
34,DN_Moments_11,"DN_Moments(x_z,11)"
35,DN_Moments_raw_3,"DN_Moments(x,3)"
36,DN_Moments_raw_4,"DN_Moments(x,4)"
37,DN_Moments_raw_5,"DN_Moments(x,5)"
38,DN_Moments_raw_6,"DN_Moments(x,6)"
39,DN_Moments_raw_7,"DN_Moments(x,7)"
40,DN_Moments_raw_8,"DN_Moments(x,8)"
41,DN_Moments_raw_9,"DN_Moments(x,9)"
42,DN_Moments_raw_10,"DN_Moments(x,10)"
43,DN_Moments_raw_11,"DN_Moments(x,11)"
44,DN_CustomSkewness_pearson,"DN_CustomSkewness(x,'pearson')"
45,DN_CustomSkewness_bowley,"DN_CustomSkewness(x_z,'bowley')"
46,DN_Withinp_05,"DN_Withinp(x_z,0.5,'mean')"
47,DN_Withinp_10,"DN_Withinp(x_z,1,'mean')"
48,DN_Withinp_15,"DN_Withinp(x_z,1.5,'mean')"
49,DN_Withinp_20,"DN_Withinp(x_z,2,'mean')"
50,DN_Withinp_25,"DN_Withinp(x_z,2.5,'mean')"
51,DN_Withinp_30,"DN_Withinp(x_z,3,'mean')"
52,DN_Withinp_median_05,"DN_Withinp(x_z,0.5,'median')"
53,DN_Withinp_median_10,"DN_Withinp(x_z,1,'median')"
54,DN_Withinp_median_15,"DN_Withinp(x_z,1.5,'median')"
55,DN_Withinp_median_20,"DN_Withinp(x_z,2,'median')"
56,DN_Withinp_median_25,"DN_Withinp(x_z,2.5,'median')"
57,DN_Withinp_median_30,"DN_Withinp(x_z,3,'median')"
58,DN_pleft_005,"DN_pleft(x_z,0.05)"
59,DN_pleft_01,"DN_pleft(x_z,0.1)"
60,DN_pleft_02,"DN_pleft(x_z,0.2)"
61,DN_pleft_03,"DN_pleft(x_z,0.3)"
62,DN_pleft_04,"DN_pleft(x_z,0.4)"
63,DN_pleft_05,"DN_pleft(x_z,0.5)"
64,DN_Quantile_1,"DN_Quantile(x_z,0.01)"
65,DN_Quantile_2,"DN_Quantile(x_z,0.02)"
66,DN_Quantile_3,"DN_Quantile(x_z,0.03)"
67,DN_Quantile_4,"DN_Quantile(x_z,0.04)"
68,DN_Quantile_5,"DN_Quantile(x_z,0.05)"
69,DN_Quantile_10,"DN_Quantile(x_z,0.10)"
70,DN_Quantile_20,"DN_Quantile(x_z,0.20)"
71,DN_Quantile_30,"DN_Quantile(x_z,0.30)"
72,DN_Quantile_40,"DN_Quantile(x_z,0.40)"
73,DN_Quantile_50,"DN_Quantile(x_z,0.50)"
74,DN_Quantile_60,"DN_Quantile(x_z,0.60)"
75,DN_Quantile_70,"DN_Quantile(x_z,0.70)"
76,DN_Quantile_80,"DN_Quantile(x_z,0.80)"
77,DN_Quantile_90,"DN_Quantile(x_z,0.90)"
78,DN_Quantile_91,"DN_Quantile(x_z,0.91)"
79,DN_Quantile_92,"DN_Quantile(x_z,0.92)"
80,DN_Quantile_93,"DN_Quantile(x_z,0.93)"
81,DN_Quantile_94,"DN_Quantile(x_z,0.94)"
82,DN_Quantile_95,"DN_Quantile(x_z,0.95)"
83,DN_Quantile_96,"DN_Quantile(x_z,0.96)"
84,DN_Quantile_97,"DN_Quantile(x_z,0.97)"
85,DN_Quantile_98,"DN_Quantile(x_z,0.98)"
86,DN_Quantile_99,"DN_Quantile(x_z,0.99)"
87,DN_cv_1,"DN_cv(x,1)"
88,DN_cv_2,"DN_cv(x,2)"
89,DN_HighLowMu,"DN_HighLowMu(x)"
90,DN_Unique,"DN_Unique(x)"
91,ST_SimpleStats_zcross,"ST_SimpleStats(x_z,'zcross')"
92,ST_SimpleStats_pmcross,"ST_SimpleStats(x_z,'pmcross')"
93,DN_ProportionValues_zeros,"DN_ProportionValues(x,'zeros')"
94,DN_ProportionValues_geq0,"DN_ProportionValues(x,'geq0')"
95,DN_ProportionValues_positive,"DN_ProportionValues(x,'positive')"
96,AC_1,"CO_AutoCorr(x_z,1,'Fourier')"
97,AC_2,"CO_AutoCorr(x_z,2,'Fourier')"
98,AC_3,"CO_AutoCorr(x_z,3,'Fourier')"
99,AC_4,"CO_AutoCorr(x_z,4,'Fourier')"
100,AC_5,"CO_AutoCorr(x_z,5,'Fourier')"
101,AC_6,"CO_AutoCorr(x_z,6,'Fourier')"
102,AC_7,"CO_AutoCorr(x_z,7,'Fourier')"
103,AC_8,"CO_AutoCorr(x_z,8,'Fourier')"
104,AC_9,"CO_AutoCorr(x_z,9,'Fourier')"
105,AC_10,"CO_AutoCorr(x_z,10,'Fourier')"
106,AC_11,"CO_AutoCorr(x_z,11,'Fourier')"
107,AC_12,"CO_AutoCorr(x_z,12,'Fourier')"
108,AC_13,"CO_AutoCorr(x_z,13,'Fourier')"
109,AC_14,"CO_AutoCorr(x_z,14,'Fourier')"
110,AC_15,"CO_AutoCorr(x_z,15,'Fourier')"
111,AC_16,"CO_AutoCorr(x_z,16,'Fourier')"
112,AC_17,"CO_AutoCorr(x_z,17,'Fourier')"
113,AC_18,"CO_AutoCorr(x_z,18,'Fourier')"
114,AC_19,"CO_AutoCorr(x_z,19,'Fourier')"
115,AC_20,"CO_AutoCorr(x_z,20,'Fourier')"
116,AC_21,"CO_AutoCorr(x_z,21,'Fourier')"
117,AC_22,"CO_AutoCorr(x_z,22,'Fourier')"
118,AC_23,"CO_AutoCorr(x_z,23,'Fourier')"
119,AC_24,"CO_AutoCorr(x_z,24,'Fourier')"
120,AC_25,"CO_AutoCorr(x_z,25,'Fourier')"
121,AC_26,"CO_AutoCorr(x_z,26,'Fourier')"
122,AC_27,"CO_AutoCorr(x_z,27,'Fourier')"
123,AC_28,"CO_AutoCorr(x_z,28,'Fourier')"
124,AC_29,"CO_AutoCorr(x_z,29,'Fourier')"
125,AC_30,"CO_AutoCorr(x_z,30,'Fourier')"
126,AC_31,"CO_AutoCorr(x_z,31,'Fourier')"
127,AC_32,"CO_AutoCorr(x_z,32,'Fourier')"
128,AC_33,"CO_AutoCorr(x_z,33,'Fourier')"
129,AC_34,"CO_AutoCorr(x_z,34,'Fourier')"
130,AC_35,"CO_AutoCorr(x_z,35,'Fourier')"
131,AC_36,"CO_AutoCorr(x_z,36,'Fourier')"
132,AC_37,"CO_AutoCorr(x_z,37,'Fourier')"
133,AC_38,"CO_AutoCorr(x_z,38,'Fourier')"
134,AC_39,"CO_AutoCorr(x_z,39,'Fourier')"
135,AC_40,"CO_AutoCorr(x_z,40,'Fourier')"
136,CO_PartialAutoCorr_20_ols,"CO_PartialAutoCorr(x_z,20,'ols')"
137,CO_FirstCrossing_acf_0,"CO_FirstCrossing(x_z,'ac',0,'both')"
138,CO_FirstCrossing_acf_1e,"CO_FirstCrossing(x_z,'ac',1/exp(1),'both')"
139,CO_FirstMin_ac,"CO_FirstMin(x_z,'ac')"
140,CO_FirstMin_mi-gaussian,"CO_FirstMin(x_z,'mi-gaussian')"
141,CO_FirstMin_mi-kraskov1_4,"CO_FirstMin(x_z,'mi-kraskov1','4')"
142,CO_FirstMin_mi-kraskov2_4,"CO_FirstMin(x_z,'mi-kraskov2','4')"
143,CO_FirstMin_mi-hist_5,"CO_FirstMin(x_z,'mi-hist',5)"
144,CO_FirstMin_mi-hist_10,"CO_FirstMin(x_z,'mi-hist',10)"
145,CO_FirstMax_ac,"CO_FirstMin(x_z,'ac',[],false)"
146,CO_FirstMax_mi-gaussian,"CO_FirstMin(x_z,'mi-gaussian',[],false)"
147,CO_FirstMax_mi-kraskov1_4,"CO_FirstMin(x_z,'mi-kraskov1','4',false)"
148,CO_FirstMax_mi-kraskov2_4,"CO_FirstMin(x_z,'mi-kraskov2','4',false)"
149,CO_FirstMax_mi-hist_5,"CO_FirstMin(x_z,'mi-hist',5,false)"
150,CO_FirstMax_mi-hist_10,"CO_FirstMin(x_z,'mi-hist',10,false)"
151,AC_nl_12,"CO_NonlinearAutocorr(x_z,[1,2])"
152,AC_nl_123,"CO_NonlinearAutocorr(x_z,[1,2,3])"
153,AC_nl_1234,"CO_NonlinearAutocorr(x_z,[1,2,3,4])"
154,AC_nl_12345,"CO_NonlinearAutocorr(x_z,[1,2,3,4,5])"
155,AC_nl_123456,"CO_NonlinearAutocorr(x_z,[1,2,3,4,5,6])"
156,AC_nl_1234567,"CO_NonlinearAutocorr(x_z,[1,2,3,4,5,6,7])"
157,AC_nl_12345678,"CO_NonlinearAutocorr(x_z,[1,2,3,4,5,6,7,8])"
158,AC_nl_13,"CO_NonlinearAutocorr(x_z,[1,3])"
159,AC_nl_24,"CO_NonlinearAutocorr(x_z,[2,4])"
160,AC_nl_135,"CO_NonlinearAutocorr(x_z,[1,3,5])"
161,AC_nl_246,"CO_NonlinearAutocorr(x_z,[2,4,6])"
162,AC_nl_1357,"CO_NonlinearAutocorr(x_z,[1,3,5,7])"
163,AC_nl_2468,"CO_NonlinearAutocorr(x_z,[2,4,6,8])"
164,AC_nl_124,"CO_NonlinearAutocorr(x_z,[1,2,4])"
165,AC_nl_134,"CO_NonlinearAutocorr(x_z,[1,3,4])"
166,AC_nl_14,"CO_NonlinearAutocorr(x_z,[1,4])"
167,AC_nl_11,"CO_NonlinearAutocorr(x_z,[1,1])"
168,AC_nl_22,"CO_NonlinearAutocorr(x_z,[2,2])"
169,AC_nl_33,"CO_NonlinearAutocorr(x_z,[3,3])"
170,AC_nl_44,"CO_NonlinearAutocorr(x_z,[4,4])"
171,AC_nl_55,"CO_NonlinearAutocorr(x_z,[5,5])"
172,AC_nl_66,"CO_NonlinearAutocorr(x_z,[6,6])"
173,AC_nl_011,"CO_NonlinearAutocorr(x_z,[0,1,1])"
174,AC_nl_022,"CO_NonlinearAutocorr(x_z,[0,2,2])"
175,AC_nl_033,"CO_NonlinearAutocorr(x_z,[0,3,3])"
176,AC_nl_044,"CO_NonlinearAutocorr(x_z,[0,4,4])"
177,AC_nl_055,"CO_NonlinearAutocorr(x_z,[0,5,5])"
178,AC_nl_066,"CO_NonlinearAutocorr(x_z,[0,6,6])"
179,AC_nl_001,"CO_NonlinearAutocorr(x_z,[0,0,1])"
180,AC_nl_002,"CO_NonlinearAutocorr(x_z,[0,0,2])"
181,AC_nl_003,"CO_NonlinearAutocorr(x_z,[0,0,3])"
182,AC_nl_004,"CO_NonlinearAutocorr(x_z,[0,0,4])"
183,AC_nl_005,"CO_NonlinearAutocorr(x_z,[0,0,5])"
184,AC_nl_006,"CO_NonlinearAutocorr(x_z,[0,0,6])"
185,AC_nl_012,"CO_NonlinearAutocorr(x_z,[0,1,2])"
186,AC_nl_013,"CO_NonlinearAutocorr(x_z,[0,1,3])"
187,AC_nl_023,"CO_NonlinearAutocorr(x_z,[0,2,3])"
188,AC_nl_014,"CO_NonlinearAutocorr(x_z,[0,1,4])"
189,AC_nl_024,"CO_NonlinearAutocorr(x_z,[0,2,4])"
190,AC_nl_034,"CO_NonlinearAutocorr(x_z,[0,3,4])"
191,AC_nl_015,"CO_NonlinearAutocorr(x_z,[0,1,5])"
192,AC_nl_025,"CO_NonlinearAutocorr(x_z,[0,2,5])"
193,AC_nl_035,"CO_NonlinearAutocorr(x_z,[0,3,5])"
194,AC_nl_045,"CO_NonlinearAutocorr(x_z,[0,4,5])"
195,AC_nl_016,"CO_NonlinearAutocorr(x_z,[0,1,6])"
196,AC_nl_026,"CO_NonlinearAutocorr(x_z,[0,2,6])"
197,AC_nl_036,"CO_NonlinearAutocorr(x_z,[0,3,6])"
198,AC_nl_046,"CO_NonlinearAutocorr(x_z,[0,4,6])"
199,AC_nl_056,"CO_NonlinearAutocorr(x_z,[0,5,6])"
200,AC_nl_112,"CO_NonlinearAutocorr(x_z,[1,1,2])"
201,AC_nl_113,"CO_NonlinearAutocorr(x_z,[1,1,3])"
202,AC_nl_122,"CO_NonlinearAutocorr(x_z,[1,2,2])"
203,AC_nl_133,"CO_NonlinearAutocorr(x_z,[1,3,3])"
204,AC_nl_223,"CO_NonlinearAutocorr(x_z,[2,2,3])"
205,AC_nl_233,"CO_NonlinearAutocorr(x_z,[2,3,3])"
206,CO_RM_AMInformation_0,"CO_RM_AMInformation(x_z,0)"
207,CO_RM_AMInformation_1,"CO_RM_AMInformation(x_z,1)"
208,CO_RM_AMInformation_2,"CO_RM_AMInformation(x_z,2)"
209,CO_RM_AMInformation_3,"CO_RM_AMInformation(x_z,3)"
210,CO_RM_AMInformation_4,"CO_RM_AMInformation(x_z,4)"
211,CO_RM_AMInformation_5,"CO_RM_AMInformation(x_z,5)"
212,CO_RM_AMInformation_6,"CO_RM_AMInformation(x_z,6)"
213,CO_RM_AMInformation_7,"CO_RM_AMInformation(x_z,7)"
214,CO_RM_AMInformation_8,"CO_RM_AMInformation(x_z,8)"
215,CO_RM_AMInformation_9,"CO_RM_AMInformation(x_z,9)"
216,CO_RM_AMInformation_10,"CO_RM_AMInformation(x_z,10)"
217,CO_HistogramAMI_std1_2bin,"CO_HistogramAMI(x_z,1:5,'std1',2)"
218,CO_HistogramAMI_std1_5bin,"CO_HistogramAMI(x_z,1:5,'std1',5)"
219,CO_HistogramAMI_std1_10bin,"CO_HistogramAMI(x_z,1:5,'std1',10)"
220,CO_HistogramAMI_std2_2bin,"CO_HistogramAMI(x_z,1:5,'std2',2)"
221,CO_HistogramAMI_std2_5bin,"CO_HistogramAMI(x_z,1:5,'std2',5)"
222,CO_HistogramAMI_std2_10bin,"CO_HistogramAMI(x_z,1:5,'std2',10)"
223,CO_HistogramAMI_even_2bin,"CO_HistogramAMI(x_z,1:5,'even',2)"
224,CO_HistogramAMI_even_5bin,"CO_HistogramAMI(x_z,1:5,'even',5)"
225,CO_HistogramAMI_even_10bin,"CO_HistogramAMI(x_z,1:5,'even',10)"
226,CO_HistogramAMI_quantiles_2bin,"CO_HistogramAMI(x_z,1:5,'quantiles',2)"
227,CO_HistogramAMI_quantiles_5bin,"CO_HistogramAMI(x_z,1:5,'quantiles',5)"
228,CO_HistogramAMI_quantiles_10bin,"CO_HistogramAMI(x_z,1:5,'quantiles',10)"
229,CO_glscf_1_1_1,"CO_glscf(x_z,1,1,1)"
230,CO_glscf_1_1_2,"CO_glscf(x_z,1,1,2)"
231,CO_glscf_1_1_3,"CO_glscf(x_z,1,1,3)"
232,CO_glscf_1_1_4,"CO_glscf(x_z,1,1,4)"
233,CO_glscf_1_1_5,"CO_glscf(x_z,1,1,5)"
234,CO_glscf_1_1_tau,"CO_glscf(x_z,1,1,'tau')"
235,CO_glscf_1_2_1,"CO_glscf(x_z,1,2,1)"
236,CO_glscf_1_2_2,"CO_glscf(x_z,1,2,2)"
237,CO_glscf_1_2_3,"CO_glscf(x_z,1,2,3)"
238,CO_glscf_1_2_4,"CO_glscf(x_z,1,2,4)"
239,CO_glscf_1_2_5,"CO_glscf(x_z,1,2,5)"
240,CO_glscf_1_2_tau,"CO_glscf(x_z,1,2,'tau')"
241,CO_glscf_1_5_1,"CO_glscf(x_z,1,5,1)"
242,CO_glscf_1_5_2,"CO_glscf(x_z,1,5,2)"
243,CO_glscf_1_5_3,"CO_glscf(x_z,1,5,3)"
244,CO_glscf_1_5_4,"CO_glscf(x_z,1,5,4)"
245,CO_glscf_1_5_5,"CO_glscf(x_z,1,5,5)"
246,CO_glscf_1_5_tau,"CO_glscf(x_z,1,5,'tau')"
247,CO_glscf_1_10_1,"CO_glscf(x_z,1,10,1)"
248,CO_glscf_1_10_2,"CO_glscf(x_z,1,10,2)"
249,CO_glscf_1_10_3,"CO_glscf(x_z,1,10,3)"
250,CO_glscf_1_10_4,"CO_glscf(x_z,1,10,4)"
251,CO_glscf_1_10_5,"CO_glscf(x_z,1,10,5)"
252,CO_glscf_1_10_tau,"CO_glscf(x_z,1,10,'tau')"
253,CO_glscf_2_2_1,"CO_glscf(x_z,2,2,1)"
254,CO_glscf_2_2_2,"CO_glscf(x_z,2,2,2)"
255,CO_glscf_2_2_3,"CO_glscf(x_z,2,2,3)"
256,CO_glscf_2_2_4,"CO_glscf(x_z,2,2,4)"
257,CO_glscf_2_2_5,"CO_glscf(x_z,2,2,5)"
258,CO_glscf_2_2_tau,"CO_glscf(x_z,2,2,'tau')"
259,CO_glscf_2_5_1,"CO_glscf(x_z,2,5,1)"
260,CO_glscf_2_5_2,"CO_glscf(x_z,2,5,2)"
261,CO_glscf_2_5_3,"CO_glscf(x_z,2,5,3)"
262,CO_glscf_2_5_4,"CO_glscf(x_z,2,5,4)"
263,CO_glscf_2_5_5,"CO_glscf(x_z,2,5,5)"
264,CO_glscf_2_5_tau,"CO_glscf(x_z,2,5,'tau')"
265,CO_fzcglscf_1_1,"CO_fzcglscf(x_z,1,1)"
266,CO_fzcglscf_1_2,"CO_fzcglscf(x_z,1,2)"
267,CO_fzcglscf_1_3,"CO_fzcglscf(x_z,1,3)"
268,CO_fzcglscf_1_4,"CO_fzcglscf(x_z,1,4)"
269,CO_fzcglscf_1_5,"CO_fzcglscf(x_z,1,5)"
270,CO_fzcglscf_1_6,"CO_fzcglscf(x_z,1,6)"
271,CO_fzcglscf_1_7,"CO_fzcglscf(x_z,1,7)"
272,CO_fzcglscf_1_8,"CO_fzcglscf(x_z,1,8)"
273,CO_fzcglscf_1_9,"CO_fzcglscf(x_z,1,9)"
274,CO_fzcglscf_1_10,"CO_fzcglscf(x_z,1,10)"
275,CO_fzcglscf_2_2,"CO_fzcglscf(x_z,2,2)"
276,CO_fzcglscf_2_5,"CO_fzcglscf(x_z,2,5)"
277,CO_fzcglscf_2_10,"CO_fzcglscf(x_z,2,10)"
278,CO_fzcglscf_5_5,"CO_fzcglscf(x_z,5,5)"
279,CO_fzcglscf_5_10,"CO_fzcglscf(x_z,5,10)"
280,CO_fzcglscf_10_10,"CO_fzcglscf(x_z,10,10)"
281,DT_IsSeasonal,"DT_IsSeasonal(x_z)"
282,StatAvl25,"SY_StatAv(x_z,'len',25)"
283,StatAvl50,"SY_StatAv(x_z,'len',50)"
284,StatAvl100,"SY_StatAv(x_z,'len',100)"
285,StatAvl150,"SY_StatAv(x_z,'len',150)"
286,StatAvl200,"SY_StatAv(x_z,'len',200)"
287,StatAvl250,"SY_StatAv(x_z,'len',250)"
288,StatAvl500,"SY_StatAv(x_z,'len',500)"
289,StatAvl1000,"SY_StatAv(x_z,'len',1000)"
290,SY_SlidingWindow_m_s_2_1,"SY_SlidingWindow(x_z,'mean','std',2,1)"
291,SY_SlidingWindow_m_s_3_1,"SY_SlidingWindow(x_z,'mean','std',3,1)"
292,SY_SlidingWindow_m_s_4_1,"SY_SlidingWindow(x_z,'mean','std',4,1)"
293,SY_SlidingWindow_m_s_5_1,"SY_SlidingWindow(x_z,'mean','std',5,1)"
294,SY_SlidingWindow_m_s_6_1,"SY_SlidingWindow(x_z,'mean','std',6,1)"
295,SY_SlidingWindow_m_s_7_1,"SY_SlidingWindow(x_z,'mean','std',7,1)"
296,SY_SlidingWindow_m_s_8_1,"SY_SlidingWindow(x_z,'mean','std',8,1)"
297,SY_SlidingWindow_m_s_9_1,"SY_SlidingWindow(x_z,'mean','std',9,1)"
298,SY_SlidingWindow_m_s_10_1,"SY_SlidingWindow(x_z,'mean','std',10,1)"
299,SY_SlidingWindow_m_s2_2,"SY_SlidingWindow(x_z,'mean','std',2,2)"
300,SY_SlidingWindow_m_s2_10,"SY_SlidingWindow(x_z,'mean','std',2,10)"
301,SY_SlidingWindow_m_s5_2,"SY_SlidingWindow(x_z,'mean','std',5,2)"
302,SY_SlidingWindow_m_s5_10,"SY_SlidingWindow(x_z,'mean','std',5,10)"
303,SY_SlidingWindow_m_s10_2,"SY_SlidingWindow(x_z,'mean','std',10,2)"
304,SY_SlidingWindow_m_s10_10,"SY_SlidingWindow(x_z,'mean','std',10,10)"
305,SY_SlidingWindow_m_sampen2_10,"SY_SlidingWindow(x_z,'mean','sampen',2,10)"
306,SY_SlidingWindow_m_sampen5_10,"SY_SlidingWindow(x_z,'mean','sampen',5,10)"
307,SY_SlidingWindow_m_sampen10_1,"SY_SlidingWindow(x_z,'mean','sampen',10,1)"
308,SY_SlidingWindow_m_sampen10_2,"SY_SlidingWindow(x_z,'mean','sampen',10,2)"
309,SY_SlidingWindow_m_sampen10_10,"SY_SlidingWindow(x_z,'mean','sampen',10,10)"
310,SY_SlidingWindow_m_ent2_1,"SY_SlidingWindow(x_z,'mean','ent',2,1)"
311,SY_SlidingWindow_m_ent2_2,"SY_SlidingWindow(x_z,'mean','ent',2,2)"
312,SY_SlidingWindow_m_ent2_10,"SY_SlidingWindow(x_z,'mean','ent',2,10)"
313,SY_SlidingWindow_m_ent5_1,"SY_SlidingWindow(x_z,'mean','ent',5,1)"
314,SY_SlidingWindow_m_ent5_2,"SY_SlidingWindow(x_z,'mean','ent',5,2)"
315,SY_SlidingWindow_m_ent5_10,"SY_SlidingWindow(x_z,'mean','ent',5,10)"
316,SY_SlidingWindow_m_ent10_1,"SY_SlidingWindow(x_z,'mean','ent',10,1)"
317,SY_SlidingWindow_m_ent10_2,"SY_SlidingWindow(x_z,'mean','ent',10,2)"
318,SY_SlidingWindow_m_ent10_10,"SY_SlidingWindow(x_z,'mean','ent',10,10)"
319,SY_SlidingWindow_s_s2_1,"SY_SlidingWindow(x_z,'std','std',2,1)"
320,SY_SlidingWindow_s_s2_2,"SY_SlidingWindow(x_z,'std','std',2,2)"
321,SY_SlidingWindow_s_s2_10,"SY_SlidingWindow(x_z,'std','std',2,10)"
322,SY_SlidingWindow_s_s5_1,"SY_SlidingWindow(x_z,'std','std',5,1)"
323,SY_SlidingWindow_s_s5_2,"SY_SlidingWindow(x_z,'std','std',5,2)"
324,SY_SlidingWindow_s_s5_10,"SY_SlidingWindow(x_z,'std','std',5,10)"
325,SY_SlidingWindow_s_s10_1,"SY_SlidingWindow(x_z,'std','std',10,1)"
326,SY_SlidingWindow_s_s10_2,"SY_SlidingWindow(x_z,'std','std',10,2)"
327,SY_SlidingWindow_s_s10_10,"SY_SlidingWindow(x_z,'std','std',10,10)"
328,SY_SlidingWindow_s_sampen2_10,"SY_SlidingWindow(x_z,'std','sampen',2,10)"
329,SY_SlidingWindow_s_sampen5_10,"SY_SlidingWindow(x_z,'std','sampen',5,10)"
330,SY_SlidingWindow_s_sampen10_1,"SY_SlidingWindow(x_z,'std','sampen',10,1)"
331,SY_SlidingWindow_s_sampen10_2,"SY_SlidingWindow(x_z,'std','sampen',10,2)"
332,SY_SlidingWindow_s_sampen10_10,"SY_SlidingWindow(x_z,'std','sampen',10,10)"
333,SY_SlidingWindow_s_ent2_1,"SY_SlidingWindow(x_z,'std','ent',2,1)"
334,SY_SlidingWindow_s_ent2_2,"SY_SlidingWindow(x_z,'std','ent',2,2)"
335,SY_SlidingWindow_s_ent2_10,"SY_SlidingWindow(x_z,'std','ent',2,10)"
336,SY_SlidingWindow_s_ent5_1,"SY_SlidingWindow(x_z,'std','ent',5,1)"
337,SY_SlidingWindow_s_ent5_2,"SY_SlidingWindow(x_z,'std','ent',5,2)"
338,SY_SlidingWindow_s_ent5_10,"SY_SlidingWindow(x_z,'std','ent',5,10)"
