ID,Label,Code
824,FC_Surprise_T2_100_tau_m2quad_500,"FC_Surprise(x_z,'T2',100,'tau','embed2quadrants',500,'default')"
825,PH_Walker_prop_01,"PH_Walker(x_z,'prop',0.1)"
826,PH_Walker_prop_05,"PH_Walker(x_z,'prop',0.5)"
827,PH_Walker_prop_09,"PH_Walker(x_z,'prop',0.9)"
828,PH_Walker_prop_11,"PH_Walker(x_z,'prop',1.1)"
829,PH_Walker_biasprop_05_01,"PH_Walker(x_z,'biasprop',[0.5,0.1])"
830,PH_Walker_biasprop_01_05,"PH_Walker(x_z,'biasprop',[0.1,0.5])"
831,PH_Walker_momentum_2,"PH_Walker(x_z,'momentum',2)"
832,PH_Walker_momentum_5,"PH_Walker(x_z,'momentum',5)"
833,PH_Walker_runningvar_15_50,"PH_Walker(x_z,'runningvar',[1.5,50])"
834,EN_SampEn_5_005,"EN_SampEn(x_z,5,0.05)"
835,EN_SampEn_5_01,"EN_SampEn(x_z,5,0.1)"
836,EN_SampEn_5_015,"EN_SampEn(x_z,5,0.15)"
837,EN_SampEn_5_02,"EN_SampEn(x_z,5,0.2)"
838,EN_SampEn_5_03,"EN_SampEn(x_z,5,0.3)"
839,EN_SampEn_5_01_diff1,"EN_SampEn(x_z,5,0.1,'diff1')"
840,EN_SampEn_5_02_diff1,"EN_SampEn(x_z,5,0.2,'diff1')"
841,EN_mse_1-10_2_015,"EN_mse(x_z,1:10,2,0.15)"
842,EN_mse_1-10_2_015_diff1,"EN_mse(x_z,1:10,2,0.15,'diff1')"
843,EN_mse_1-10_2_015_rescale_tau,"EN_mse(x_z,1:10,2,0.15,'rescale_tau')"
844,EN_Randomize_statdist,"EN_Randomize(x_z,'statdist','default')"
845,EN_Randomize_dyndist,"EN_Randomize(x_z,'dyndist','default')"
846,EN_Randomize_permute,"EN_Randomize(x_z,'permute','default')"
847,FC_LocalSimple_mean1,"FC_LocalSimple(x_z,'mean',1)"
848,FC_LocalSimple_mean2,"FC_LocalSimple(x_z,'mean',2)"
849,FC_LocalSimple_mean3,"FC_LocalSimple(x_z,'mean',3)"
850,FC_LocalSimple_mean4,"FC_LocalSimple(x_z,'mean',4)"
851,FC_LocalSimple_meantau,"FC_LocalSimple(x_z,'mean','ac')"
852,FC_LoopLocalSimple_mean,"FC_LoopLocalSimple(x_z,'mean')"
853,FC_LocalSimple_median3,"FC_LocalSimple(x_z,'median',3)"
854,FC_LocalSimple_median5,"FC_LocalSimple(x_z,'median',5)"
855,FC_LocalSimple_median7,"FC_LocalSimple(x_z,'median',7)"
856,FC_LocalSimple_lfit2,"FC_LocalSimple(x_z,'lfit',2)"
857,FC_LocalSimple_lfit3,"FC_LocalSimple(x_z,'lfit',3)"
858,FC_LocalSimple_lfit4,"FC_LocalSimple(x_z,'lfit',4)"
859,FC_LocalSimple_lfit5,"FC_LocalSimple(x_z,'lfit',5)"
860,FC_LocalSimple_lfittau,"FC_LocalSimple(x_z,'lfit','ac')"
861,DN_SimpleFit_gauss1_ks,"DN_SimpleFit(x_z,'gauss1',0)"
862,DN_SimpleFit_gauss1_hsqrt,"DN_SimpleFit(x_z,'gauss1','sqrt')"
863,DN_SimpleFit_gauss2_ks,"DN_SimpleFit(x_z,'gauss2',0)"
864,DN_SimpleFit_gauss2_hsqrt,"DN_SimpleFit(x_z,'gauss2','sqrt')"
865,DN_SimpleFit_exp1_ks,"DN_SimpleFit(x_z,'exp1',0)"
866,DN_SimpleFit_exp1_hsqrt,"DN_SimpleFit(x_z,'exp1','sqrt')"
867,DN_SimpleFit_power1_hsqrt,"DN_SimpleFit(x,'power1','sqrt')"
868,DN_CompareKSFit_norm,"DN_CompareKSFit(x,'norm')"
869,DN_CompareKSFit_ev,"DN_CompareKSFit(x,'ev')"
870,DN_CompareKSFit_uni,"DN_CompareKSFit(x,'uni')"
871,DN_CompareKSFit_beta,"DN_CompareKSFit(x,'beta')"
872,DN_CompareKSFit_rayleigh,"DN_CompareKSFit(x,'rayleigh')"
873,DN_CompareKSFit_exp,"DN_CompareKSFit(x,'exp')"
874,DN_CompareKSFit_gamma,"DN_CompareKSFit(x,'gamma')"
875,DN_CompareKSFit_logn,"DN_CompareKSFit(x,'logn')"
876,DN_CompareKSFit_wbl,"DN_CompareKSFit(x,'wbl')"
877,DN_OutlierInclude_abs_001,"DN_OutlierInclude(x_z,'abs',0.01)"
878,DN_OutlierInclude_p_001,"DN_OutlierInclude(x_z,'pos',0.01)"
879,DN_OutlierInclude_n_001,"DN_OutlierInclude(x_z,'neg',0.01)"
880,ST_LocalExtrema_l50,"ST_LocalExtrema(x_z,'l',50)"
881,ST_LocalExtrema_l100,"ST_LocalExtrema(x_z,'l',100)"
882,ST_LocalExtrema_n25,"ST_LocalExtrema(x_z,'n',25)"
883,ST_LocalExtrema_n50,"ST_LocalExtrema(x_z,'n',50)"
884,ST_LocalExtrema_n100,"ST_LocalExtrema(x_z,'n',100)"
885,EX_MovingThreshold_01_01,"EX_MovingThreshold(x_z,0.1,0.1)"
886,EX_MovingThreshold_01_002,"EX_MovingThreshold(x_z,0.1,0.02)"
887,EX_MovingThreshold_1_01,"EX_MovingThreshold(x_z,1,0.1)"
888,EX_MovingThreshold_1_002,"EX_MovingThreshold(x_z,1,0.02)"
889,SB_BinaryStats_mean,"SB_BinaryStats(x_z,'mean')"
890,SB_BinaryStats_diff,"SB_BinaryStats(x_z,'diff')"
891,SB_BinaryStats_iqr,"SB_BinaryStats(x_z,'iqr')"
892,SB_MotifTwo_diff,"SB_MotifTwo(x_z,'diff')"
893,SB_MotifTwo_mean,"SB_MotifTwo(x_z,'mean')"
894,SB_MotifTwo_median,"SB_MotifTwo(x_z,'median')"
895,SB_MotifThree_quantile,"SB_MotifThree(x_z,'quantile')"
896,SB_MotifThree_diffquant,"SB_MotifThree(x_z,'diffquant')"
897,MF_AR_arcov_1,"MF_AR_arcov(x_z,1)"
898,MF_AR_arcov_2,"MF_AR_arcov(x_z,2)"
899,MF_AR_arcov_3,"MF_AR_arcov(x_z,3)"
900,MF_AR_arcov_4,"MF_AR_arcov(x_z,4)"
901,MF_AR_arcov_5,"MF_AR_arcov(x_z,5)"
902,DN_SimpleFit_sin1,"DN_SimpleFit(x_z,'sin1')"
903,DN_SimpleFit_sin2,"DN_SimpleFit(x_z,'sin2')"
904,DN_SimpleFit_sin3,"DN_SimpleFit(x_z,'sin3')"
905,SC_fastdfa,"SC_fastdfa(x_z)"
906,SC_FluctAnal_2_nothing_50_logi,"SC_FluctAnal(x_z,2,'nothing',50,[],[],true)"
907,SC_FluctAnal_2_endptdiff_50_logi,"SC_FluctAnal(x_z,2,'endptdiff',50,[],[],true)"
908,SC_FluctAnal_2_range_50_logi,"SC_FluctAnal(x_z,2,'range',50,[],[],true)"
909,SC_FluctAnal_2_std_50_logi,"SC_FluctAnal(x_z,2,'std',50,[],[],true)"
910,SC_FluctAnal_2_iqr_50_logi,"SC_FluctAnal(x_z,2,'iqr',50,[],[],true)"
911,SC_FluctAnal_2_rsrange_50_logi,"SC_FluctAnal(x_z,2,'rsrange',50,[],[],true)"
912,SC_FluctAnal_2_rsrangefit_50_1_logi,"SC_FluctAnal(x_z,2,'rsrangefit',50,1,[],true)"
913,SC_FluctAnal_2_dfa_50_0_logi,"SC_FluctAnal(x_z,2,'dfa',50,0,[],true)"
914,SC_FluctAnal_2_dfa_50_1_logi,"SC_FluctAnal(x_z,2,'dfa',50,1,[],true)"
915,SC_FluctAnal_2_dfa_50_1_2_logi,"SC_FluctAnal(x_z,2,'dfa',50,1,2,true)"
916,SC_FluctAnal_2_dfa_50_1_3_logi,"SC_FluctAnal(x_z,2,'dfa',50,1,3,true)"
917,SC_FluctAnal_2_dfa_50_2_logi,"SC_FluctAnal(x_z,2,'dfa',50,2,[],true)"
918,SC_FluctAnal_2_dfa_50_3_logi,"SC_FluctAnal(x_z,2,'dfa',50,3,[],true)"
919,SC_FluctAnal_mag_2_dfa_50_2_logi,"SC_FluctAnal(zscore(abs(x_z)),2,'dfa',50,2,[],true)"
920,SC_FluctAnal_sign_2_dfa_50_2_logi,"SC_FluctAnal(zscore(sign(x_z)),2,'dfa',50,2,[],true)"
921,SC_MMA_0__n5_5,"SC_MMA(x_z,0,[],[-5,5])"
922,SP_Summaries_pgram_hamm,"SP_Summaries(x_z,'periodogram','hamming',[],false)"
923,SP_Summaries_welch_rect,"SP_Summaries(x_z,'welch','rect',[],false)"
924,SP_Summaries_fft,"SP_Summaries(x_z,'fft',[],[],false)"
925,NL_crptool_fnn_10_2_mi,"NL_crptool_fnn(x_z,10,2,'mi',[],'default')"
926,NL_crptool_fnn_10_2_ac,"NL_crptool_fnn(x_z,10,2,'ac',[],'default')"
927,NL_crptool_fnn_10_2_1,"NL_crptool_fnn(x_z,10,2,1,[],'default')"
928,NL_TISEAN_fnn_ac_10_005,"NL_TISEAN_fnn(x_z,'ac',10,0.05,0)"
929,NL_TISEAN_fnn_mi_10_005,"NL_TISEAN_fnn(x_z,'mi',10,0.05,0)"
930,NL_TISEAN_fnn_1_10_005,"NL_TISEAN_fnn(x_z,1,10,0.05,0)"
931,SY_TISEAN_nstat_z_4_1_3,"SY_TISEAN_nstat_z(x_z,4,{1,3})"
932,SY_TISEAN_nstat_z_5_1_3,"SY_TISEAN_nstat_z(x_z,5,{1,3})"
933,NL_TISEAN_d2_1_10_0,"NL_TISEAN_d2(x_z,1,10,0)"
934,NL_TISEAN_d2_ac_10_001,"NL_TISEAN_d2(x_z,'ac',10,0.01)"
935,NL_TISEAN_c1_1_1_7_002_05,"NL_TISEAN_c1(x_z,1,[1,7],0.02,0.5)"
936,NL_TISEAN_c1_1_2_6_25_01,"NL_TISEAN_c1(x_z,1,[2,6],25,0.1)"
937,NL_BoxCorrDim_50_ac_5,"NL_BoxCorrDim(x_z,50,{'ac',5})"
938,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar,"NL_TSTL_GPCorrSum(x_z,-1,0.5,40,20,{'ac','fnnmar'},1)"
939,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar,"NL_TSTL_GPCorrSum(x_z,-1,0.5,100,20,{'ac','fnnmar'},1)"
940,NL_TSTL_GPCorrSum2_n1_01_40_20_ac_fnnmar,"NL_TSTL_GPCorrSum(x_z,-1,0.1,40,20,{'ac','fnnmar'},1)"
941,NL_TSTL_GPCorrSum2_n1_01_40_40_ac_fnnmar,"NL_TSTL_GPCorrSum(x_z,-1,0.1,40,40,{'ac','fnnmar'},1)"
942,TSTL_delaytime_01_1,"TSTL_delaytime(x_z,0.1,1,'default')"
943,NL_TSTL_dimensions_50_ac_fnnmar,"NL_TSTL_dimensions(x_z,50,{'ac','fnnmar'})"
944,NL_TSTL_FractalDimensions_5_20_02_1_10_0_32_ac_fnnmar,"NL_TSTL_FractalDimensions(x_z,5,20,0.2,1,10,0,32,{'ac','fnnmar'})"
945,NL_TSTL_FractalDimensions_5_100_02_1_10_0_32_ac_3,"NL_TSTL_FractalDimensions(x_z,5,100,0.2,1,10,0,32,{'ac',3})"
946,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_ac_5,"NL_TSTL_FractalDimensions(x_z,2,100,0.2,1,5,10,32,{'ac',5})"
947,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_1_5,"NL_TSTL_FractalDimensions(x_z,2,100,0.2,1,5,10,32,{1,5})"
948,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5,"NL_TSTL_FractalDimensions(x_z,2,10,-1,1,5,10,32,{1,5})"
949,TSTL_localdensity_5_40_ac_fnnmar,"TSTL_localdensity(x_z,5,40,{'ac','fnnmar'})"
950,TSTL_localdensity_5_40_ac_2,"TSTL_localdensity(x_z,5,40,{'ac',2})"
951,TSTL_localdensity_5_40_1_3,"TSTL_localdensity(x_z,5,40,{1,3})"
952,NL_TSTL_PoincareSection_max_mi,"NL_TSTL_PoincareSection(x_z,'max',{'mi',3})"
953,NL_TSTL_PoincareSection_max_ac,"NL_TSTL_PoincareSection(x_z,'max',{'ac',3})"
954,NL_TSTL_PoincareSection_max_1,"NL_TSTL_PoincareSection(x_z,'max',{1,3})"
955,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar,"NL_TSTL_LargestLyap(x_z,-1,0.1,0.01,3,{'mi','fnnmar'})"
956,NL_TSTL_LargestLyap_n1_01_001_3_1_4,"NL_TSTL_LargestLyap(x_z,-1,0.1,0.01,3,{1,4})"
957,NL_TSTL_ReturnTime_10_1_1_n1_ac_8,"NL_TSTL_ReturnTime(x_z,10,1,1,-1,{'ac',8})"
958,NL_TSTL_ReturnTime_5_1_40_n1_1_8,"NL_TSTL_ReturnTime(x_z,5,1,40,-1,{1,8})"
959,NL_TSTL_ReturnTime_005_1_005_n1_1_3,"NL_TSTL_ReturnTime(x_z,0.05,1,0.05,-1,{1,3})"
960,SD_TSTL_surrogates_1_100_1_tc3,"SD_TSTL_surrogates(x_z,1,100,1,'tc3','default')"
961,SD_TSTL_surrogates_mi_100_1_tc3,"SD_TSTL_surrogates(x_z,'mi',100,1,'tc3','default')"
962,SD_TSTL_surrogates_1_100_2_tc3,"SD_TSTL_surrogates(x_z,1,100,2,'tc3','default')"
963,SD_TSTL_surrogates_mi_100_2_tc3,"SD_TSTL_surrogates(x_z,'mi',100,2,'tc3','default')"
964,SD_TSTL_surrogates_1_100_3_tc3,"SD_TSTL_surrogates(x_z,1,100,3,'tc3','default')"
965,SD_TSTL_surrogates_mi_100_3_tc3,"SD_TSTL_surrogates(x_z,'mi',100,3,'tc3','default')"
966,SD_TSTL_surrogates_1_100_1_trev,"SD_TSTL_surrogates(x_z,1,100,1,'trev','default')"
967,SD_TSTL_surrogates_mi_100_1_trev,"SD_TSTL_surrogates(x_z,'mi',100,1,'trev','default')"
968,SD_TSTL_surrogates_1_100_2_trev,"SD_TSTL_surrogates(x_z,1,100,2,'trev','default')"
969,SD_TSTL_surrogates_mi_100_2_trev,"SD_TSTL_surrogates(x_z,'mi',100,2,'trev','default')"
970,SD_TSTL_surrogates_1_100_3_trev,"SD_TSTL_surrogates(x_z,1,100,3,'trev','default')"
971,SD_TSTL_surrogates_mi_100_3_trev,"SD_TSTL_surrogates(x_z,'mi',100,3,'trev','default')"
972,PP_Compare_poly1,"PP_Compare(x,'poly1')"
973,PP_Compare_poly2,"PP_Compare(x,'poly2')"
974,PP_Compare_sin1,"PP_Compare(x,'sin1')"
975,PP_Compare_sin2,"PP_Compare(x,'sin2')"
976,PP_Compare_spline24,"PP_Compare(x,'spline24')"
977,PP_Compare_spline44,"PP_Compare(x,'spline44')"
978,PP_Compare_spline64,"PP_Compare(x,'spline64')"
979,PP_Compare_diff1,"PP_Compare(x,'diff1')"
980,PP_Compare_diff2,"PP_Compare(x,'diff2')"
981,PP_Compare_medianf3,"PP_Compare(x,'medianf3')"
982,PP_Compare_medianf4,"PP_Compare(x,'medianf4')"
983,PP_Compare_medianf10,"PP_Compare(x,'medianf10')"
984,PP_Compare_rav2,"PP_Compare(x,'rav2')"
985,PP_Compare_rav3,"PP_Compare(x,'rav3')"
986,PP_Compare_rav4,"PP_Compare(x,'rav4')"
987,PP_Compare_rav10,"PP_Compare(x,'rav10')"
988,PP_Compare_resample_1_2,"PP_Compare(x,'resample_1_2')"
989,PP_Compare_resample_2_1,"PP_Compare(x,'resample_2_1')"
990,PP_Iterate_diff,"PP_Iterate(x,'diff')"
991,MF_GP_hyperparameters_covSEiso_covNoise_1_200_resample,"MF_GP_hyperparameters(x_z,{'covSum',{'covSEiso','covNoise'}},1,200,'resample')"
992,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_resample,"MF_GP_hyperparameters(x_z,{'covSum',{'covSEiso','covPeriodic','covNoise'}},1,200,'resample')"
993,MF_GP_hyperparameters_covSEiso_covNoise_1_200_first,"MF_GP_hyperparameters(x_z,{'covSum',{'covSEiso','covNoise'}},1,200,'first')"
994,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first,"MF_GP_hyperparameters(x_z,{'covSum',{'covSEiso','covPeriodic','covNoise'}},1,200,'first')"
995,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i,"MF_GP_hyperparameters(x_z,{'covSum',{'covSEiso','covNoise'}},1,50,'random_i','default')"
996,MF_GP_LocalPrediction_covSEiso_covNoise_5_3_10_beforeafter,"MF_GP_LocalPrediction(x_z,{'covSum',{'covSEiso','covNoise'}},5,3,10,'beforeafter')"
997,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore,"MF_GP_LocalPrediction(x_z,{'covSum',{'covSEiso','covNoise'}},10,3,20,'frombefore')"
998,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_randomgap,"MF_GP_LocalPrediction(x_z,{'covSum',{'covSEiso','covNoise'}},10,3,20,'randomgap','default')"
999,MF_GP_FitAcross_covSEiso_covNoise_20,"MF_GP_FitAcross(x_z,{'covSum',{'covSEiso','covNoise'}},20)"
1000,WL_cwt_db3_32,"WL_cwt(x_z,'db3',32)"
1001,WL_cwt_sym2_32,"WL_cwt(x_z,'sym2',32)"
1002,WL_scal2frq_db3_max_1,"WL_scal2frq(x_z,'db3','max',1)"
1003,WL_DetailCoeffs_db3_max,"WL_DetailCoeffs(x_z,'db3','max')"
1004,WL_coeffs_db3_1,"WL_coeffs(x_z,'db3',1)"
1005,WL_coeffs_db3_2,"WL_coeffs(x_z,'db3',2)"
1006,WL_coeffs_db3_3,"WL_coeffs(x_z,'db3',3)"
1007,WL_coeffs_db3_4,"WL_coeffs(x_z,'db3',4)"
1008,WL_coeffs_db3_5,"WL_coeffs(x_z,'db3',5)"
1009,WL_coeffs_db3_max,"WL_coeffs(x_z,'db3','max')"
1010,WL_fBM,"WL_fBM(x_z)"
1011,WL_dwtcoeff_db3_5,"WL_dwtcoeff(x_z,'db3',5)"
1012,WL_dwtcoeff_sym2_5,"WL_dwtcoeff(x_z,'sym2',5)"
1013,MF_arfit_1_8_sbc,"MF_arfit(x_z,1,8,'sbc')"
1014,NL_MS_fnn_1_10_mi_5_1,"NL_MS_fnn(x_z,1:10,'mi',5,1)"
1015,NL_MS_nlpe_2_mi,"NL_MS_nlpe(x_z,2,'mi')"
1016,NL_MS_nlpe_3_ac,"NL_MS_nlpe(x_z,3,'ac')"
1017,NL_MS_nlpe_fnn_mi,"NL_MS_nlpe(x_z,'fnn','mi')"
1018,NL_embed_PCA_mi_10,"NL_embed_PCA(x_z,'mi',10)"
1019,NL_embed_PCA_1_10,"NL_embed_PCA(x_z,1,10)"
1020,NL_embed_PCA_ac_3,"NL_embed_PCA(x_z,'ac',3)"
1021,PP_ModelFit_ar_2,"PP_ModelFit(x_z,'ar',2,'default')"
1022,MF_steps_ahead_ar_2_6,"MF_steps_ahead(x_z,'ar',2,6)"
1023,MF_steps_ahead_ar_best_6,"MF_steps_ahead(x_z,'ar','best',6)"
1024,MF_steps_ahead_ss_best_6,"MF_steps_ahead(x_z,'ss','best',6)"
1025,MF_steps_ahead_arma_3_1_6,"MF_steps_ahead(x_z,'arma',[3,1],6)"
1026,MF_FitSubsegments_arsbc_uniform_25_01,"MF_FitSubsegments(x_z,'arsbc',[],'uniform',[25,0.1])"
1027,MF_FitSubsegments_arsbc_rand_25_01,"MF_FitSubsegments(x_z,'arsbc',[],'rand',[25,0.1],'default')"
1028,MF_FitSubsegments_ar_2_uniform_25_01,"MF_FitSubsegments(x_z,'ar',2,'uniform',[25,0.1])"
1029,MF_FitSubsegments_ss_2_uniform_25_01,"MF_FitSubsegments(x_z,'ss',2,'uniform',[25,0.1])"
1030,MF_FitSubsegments_arma_2_2_uniform_25_01,"MF_FitSubsegments(x_z,'arma',[2,2],'uniform',[25,0.1])"
1031,MF_CompareTestSets_y_ar_4_rand_25_01_1,"MF_CompareTestSets(x_z,'ar',4,'rand',[25,0.1],1,'default')"
1032,MF_CompareTestSets_y_ar_best_uniform_25_01_1,"MF_CompareTestSets(x_z,'ar','best','uniform',[25,0.1],1)"
1033,MF_CompareTestSets_y_ss_best_uniform_25_01_1,"MF_CompareTestSets(x_z,'ss','best','uniform',[25,0.1],1)"
1034,MF_CompareTestSets_y_ss_2_uniform_25_01_1,"MF_CompareTestSets(x_z,'ss',2,'uniform',[25,0.1],1)"
1035,MF_StateSpaceCompOrder_8,"MF_StateSpaceCompOrder(x_z,8)"
1036,MF_StateSpace_n4sid_1_05_1,"MF_StateSpace_n4sid(x_z,1,0.5,1)"
1037,MF_StateSpace_n4sid_2_05_1,"MF_StateSpace_n4sid(x_z,2,0.5,1)"
1038,MF_StateSpace_n4sid_3_05_1,"MF_StateSpace_n4sid(x_z,3,0.5,1)"
1039,MF_CompareAR_1_10_all,"MF_CompareAR(x_z,1:10,'all')"
1040,MF_CompareAR_1_10_05,"MF_CompareAR(x_z,1:10,0.5)"
1041,MF_armax_3_1_05_1,"MF_armax(x_z,[3,1],0.5,1)"
1042,MF_armax_1_1_05_1,"MF_armax(x_z,[1,1],0.5,1)"
1043,MF_armax_2_2_05_1,"MF_armax(x_z,[2,2],0.5,1)"
1044,MF_ARMA_orders_1_6_1_4,"MF_ARMA_orders(x_z,1:6,1:4)"
1045,MF_ExpSmoothing_05_best,"MF_ExpSmoothing(x_z,0.5,'best')"
1046,MF_GARCHfit_ar_P1_Q1,"MF_GARCHfit(x_z,'ar',1,1)"
1047,MF_GARCHfit_ar_P1_Q2,"MF_GARCHfit(x_z,'ar',1,2)"
1048,MF_compare_GARCH_ar_1_3_1_3,"MF_GARCHcompare(x_z,'ar',1:3,1:3)"
1049,SY_VarRatioTest_2_0,"SY_VarRatioTest(x_z,2,0)"
1050,SY_VarRatioTest_2_1,"SY_VarRatioTest(x_z,2,1)"
1051,SY_VarRatioTest_4_0,"SY_VarRatioTest(x_z,4,0)"
1052,SY_VarRatioTest_4_1,"SY_VarRatioTest(x_z,4,1)"
1053,SY_VarRatioTest_24682468_00001111,"SY_VarRatioTest(x_z,[2,4,6,8,2,4,6,8],[0,0,0,0,1,1,1,1])"
1054,SY_PPtest_0_5_ar_t1,"SY_PPtest(x_z,0:5,'ar','t1')"
1055,SY_KPSStest_0,"SY_KPSStest(x_z,0)"
1056,SY_KPSStest_1,"SY_KPSStest(x_z,1)"
1057,SY_KPSStest_2,"SY_KPSStest(x_z,2)"
1058,SY_KPSStest_0_10,"SY_KPSStest(x_z,0:10)"
1059,MF_hmm_07_3,"MF_hmm_fit(x_z,0.7,3,'default')"
1060,MF_hmm_08_2,"MF_hmm_fit(x_z,0.8,2,'default')"
1061,MF_hmm_CompareNStates_06_24,"MF_hmm_CompareNStates(x_z,0.6,2:4,'default')"
1062,MD_hrv_classic,"MD_hrv_classic(x_z)"
1063,CP_ML_StepDetect_l1pwc_10,"CP_ML_StepDetect(x_z,'l1pwc',10)"
1064,CP_ML_StepDetect_l1pwc_005,"CP_ML_StepDetect(x_z,'l1pwc',0.05)"
1065,CP_ML_StepDetect_l1pwc_02,"CP_ML_StepDetect(x_z,'l1pwc',0.2)"
1066,CP_l1pwc_sweep_lambda_0_005_095,"CP_l1pwc_sweep_lambda(x_z,0:0.05:0.95)"
1067,ST_MomentCorr_002_02_mean_std_none,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','none')"
1068,ST_MomentCorr_002_02_median_iqr_none,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','none')"
1069,ST_MomentCorr_002_02_mean_std_abs,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','abs')"
1070,ST_MomentCorr_002_02_median_iqr_abs,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','abs')"
1071,ST_MomentCorr_002_02_mean_std_sqrt,"ST_MomentCorr(x_z,0.02,0.2,'mean','std','sqrt')"
1072,ST_MomentCorr_002_02_median_iqr_sqrt,"ST_MomentCorr(x_z,0.02,0.2,'median','iqr','sqrt')"
1073,SD_SurrogateTest_RP_99,"SD_SurrogateTest(x_z,'RP',99,[],{'ami1','fmmi','o3','tc3'},'default')"
1074,MD_pNN_raw,"MD_pNN(x)"
1075,MD_rawHRVmeas,"MD_rawHRVmeas(x)"
1076,NL_nsamdf_1_14_05_1_7,"NL_nsamdf(x,1,14,0.5,1,7,false)"
1077,NL_nsamdf_z_1_14_05_1_7,"NL_nsamdf(x_z,1,14,0.5,1,7,false)"
1078,CR_RAD_1,"CR_RAD(x_z,1,true)"
1079,CR_RAD_2,"CR_RAD(x_z,2,true)"
1080,CR_RAD_tau,"CR_RAD(x_z,'tau',true)"
